MOL_FORMULA	NUM_REPEATS	EXACT_MASS	NUM_CARBONS	ISOTOPE_2	ISOTOPE_3	ISOTOPE_4	ISOTOPE_5	ISOTOPE_6
C20H24NO8P	2	437.123953358	20	0.21631456585464476	0.022226195915419633	0.0035562004471026286		
C24H23NO5S	2	437.129693836	24	0.25957747902557354	0.0451911935110081	0.011730616085744343	0.0014590642973322965	
C21H23N7O2S	2	437.163393976	21	0.22713029414737693	0.04519119351100812	0.010264289075026307	0.0011101576582050463	
C20H27N3O8	2	437.179814824	20	0.2163145658546446	0.022226195915419623	0.003556200447102631		
C25H27NO6	2	437.183837584	25	0.2703932073183058	0.035093993550662526	0.0033339379191587143		
C24H27N3O5	3	437.19507096399997	24	0.25957747902557377	0.03228647406660956	0.0026671503353269746		
C21H31N3O5S	2	437.19844209200005	21	0.227130294147377	0.04519119351100811	0.01026428907502631	0.001110157675634877	
C26H31NO5	2	437.220223092	26	0.2812089356110381	0.03801849301321775	0.003289581524240819		
C20H31N5O6	2	437.227433712	20	0.2163145658546448	0.02222619591541964	0.0026671503353269755		
C20H40NO7P	2	437.25423924999996	20	0.21631456585464476	0.02222619591541962	0.003111675391214804		
C27H35NO4	2	437.25660860000005	27	0.2920246639037702	0.04105997245427522	0.00370077921477092		
C21H35N5O5	2	437.26381922	21	0.22713029414737698	0.024565795485463792	0.002333756543411103		
C24H39NO6	2	437.277737968	24	0.2595774790255736	0.03228647406660958	0.00320058040239237		
C25H43NO5	11	437.314123476	25	0.27039320731830613	0.035093993550662624	0.0029100144252899585		
C26H47NO4	2	437.350508984	26	0.28120893561103805	0.03801849301321778	0.003289581524240818		
C20H22O11	2	438.116211524	20	0.21631456585464456	0.022604929979851033	0.0048897756147661215		
C21H26O10	6	438.152597032	21	0.22713029414737695	0.0245657954854638	0.0046675130868222055		
C21H30N2O4S2	2	438.16469944	21	0.22713029414737693	0.09038238702201623	0.020528578150052604	0.002220315246690776	
C25H26O7	24	438.167853172	25	0.2703932073183059	0.03509399355066256	0.003889594239018504		
C24H26N2O6	2	438.17908655199994	24	0.25957747902557365	0.032286474066609526	0.003200580402392366		
C22H30O9	2	438.18898254	22	0.23794602244010898	0.02702237503401016	0.004400798053289501		
C26H30O6	25	438.20423868	26	0.2812089356110381	0.03801849301321778	0.003467295435925065		
C27H26N4O2	3	438.205576072	27	0.29202466390377035	0.04105997245427521	0.0037007792147709224		
C20H30N4O7	2	438.21144929999997	20	0.2163145658546448	0.022226195915419644	0.0031116753912148044		
C19H30N6O6	2	438.22268268	19	0.20549883756191245	0.020003576323877656	0.002533792818560624		
C23H34O8	2	438.225368048	23	0.24876175073284132	0.029595934561058777	0.004089630514168027		
C29H30N2O2	3	438.2307282	29	0.3136561204892351	0.04749387127189673	0.0046231272652215195		
C27H34O5	2	438.24062418799997	27	0.2920246639037703	0.041059972454275194	0.00370077921477092		
C28H30N4O	2	438.24196157999995	28	0.3028403921965027	0.04421843187383482	0.004144872720543432		
C21H43O7P	4	438.274640346	21	0.22713029414737698	0.024565795485463792	0.0032672591607755437		
C28H38O4	5	438.277009696	28	0.3028403921965025	0.04421843187383481	0.0041448727205434304		
C27H38N2O3	5	438.28824307599996	27	0.2920246639037704	0.04105997245427518	0.0037007792147709267		
C25H42O6	5	438.298139064	25	0.2703932073183058	0.03509399355066256	0.0033339379191587165		
C29H42O3	5	438.31339520399996	29	0.3136561204892346	0.047493871271896616	0.004623127265221517		
C30H46O2	6	438.349780712	30	0.32447184878196705	0.050886290648460716	0.005136808072468356		
C31H50O	3	438.38616622	31	0.33528757707469914	0.05439569000352696	0.005687180365947106		
C28H54O3	3	438.40729558799995	28	0.3028403921965021	0.044218431873834806	0.004144872720543432		
C29H58O2	2	438.443681096	29	0.3136561204892343	0.04749387127189663	0.004623127265221518		
C11H21NO11S3	2	439.027673492	11	0.11897301122005463	0.13557358053302432	0.01612959711789848	0.006126731912848146	
C20H13N3O7S	2	439.04742075600007	20	0.21631456585464476	0.045191193511008115	0.009775513404786959	0.0010044284426361134	
C17H17N3O7S2	2	439.05079188400003	17	0.183867380976448	0.09038238702201624	0.01661837278813782	0.0020422439709493817	
C15H21NO10S2	2	439.06068787199996	15	0.1622359243909836	0.0903823870220162	0.01466327010718044	0.0020422439709493812	
C21H21N5O6	2	439.14918339200005	21	0.22713029414737687	0.02456579548546379	0.0028005078520933215		
C26H21N3O4	4	439.15320615200005	26	0.2812089356110381	0.03801849301321778	0.003289581524240819		
C23H25N3O6	2	439.17433552	23	0.24876175073284126	0.029595934561058745	0.00306722288562602		
C27H25N3O3	2	439.18959166	27	0.29202466390377035	0.04105997245427522	0.003700779214770922		
C24H29N3O3S	3	439.19296278800005	24	0.25957747902557365	0.04519119351100811	0.011730616085744347	0.0014590643147621275	
C17H29N9O5	2	439.229165028	17	0.18386738097644786	0.015909277076300368	0.0018892314875232723		
C26H33NO5	2	439.235873156	26	0.2812089356110381	0.03801849301321777	0.003289581524240818		
C27H29N5O	3	439.237210548	27	0.2920246639037702	0.04105997245427519	0.0037007792147709176		
C23H37NO5S	5	439.23924428400005	23	0.2487617507328416	0.045191193511008136	0.011241840415504996	0.0013374756058879397	
C18H33N9O4	4	439.26555053600003	18	0.19468310926918017	0.01789793671083792	0.001600290201196185		
C20H42NO7P	7	439.269889314	20	0.2163145658546447	0.02222619591541962	0.0031116753912148023		
C26H37N3O3	2	439.283492044	26	0.28120893561103816	0.038018493013217795	0.003289581524240818		
C28H41NO3	4	439.308644172	28	0.30284039219650266	0.04421843187383483	0.004144872720543432		
C25H45NO5	7	439.32977354	25	0.2703932073183061	0.035093993550662575	0.0029100144252899576		
C26H49NO4	2	439.366159048	26	0.28120893561103794	0.03801849301321777	0.003289581524240817		
C18H16O11S	4	440.041332332	18	0.19468310926918028	0.04519119351100811	0.00879796206430826	0.0010215437650222367	
C22H16O10	2	440.07434671199997	22	0.23794602244010904	0.02702237503401015	0.00488977561476611		
C20H16N4O6S	2	440.079055232	20	0.21631456585464456	0.04519119351100806	0.00977551340478695	0.001004428494925602	
C13H21N4O11P	4	440.094444122	13	0.1406044678055191	0.022604929979851033	0.0031783541495979777		
C20H24O11	2	440.131861588	20	0.21631456585464467	0.022604929979851026	0.004889775614766117		
C24H24O8	5	440.147117728	24	0.25957747902557377	0.03228647406660955	0.00426744053652316		
C21H29O8P	2	440.16000451800005	21	0.227130294147377	0.024565795485463827	0.003734010469457768		
C21H28O10	9	440.16824709599996	21	0.22713029414737695	0.0245657954854638	0.004667513086822205		
C25H28O7	16	440.183503236	25	0.2703932073183058	0.035093993550662575	0.0038895942390185026		
C18H28N6O5S	2	440.184188996	18	0.1946831092691802	0.04519119351100808	0.008797962064308258		
C25H24N6O2	2	440.196074008	25	0.2703932073183059	0.03509399355066259	0.0029100144252899554		
C20H32N4O5S	2	440.209341124	20	0.21631456585464476	0.04519119351100811	0.009775513404786959	0.0010044284368261704	
C28H28N2O3	2	440.20999275599996	28	0.3028403921965028	0.04421843187383483	0.004144872720543433		
C17H28N8O6	3	440.213180616	17	0.18386738097644806	0.015909277076300365	0.002267077785027928		
C26H32O6	3	440.219888744	26	0.28120893561103816	0.03801849301321779	0.0034672954359250656		
C27H28N4O2	2	440.221226136	27	0.2920246639037703	0.04105997245427517	0.0037007792147709193		
C25H32N2O5	2	440.23112212399997	25	0.2703932073183059	0.035093993550662526	0.0029100144252899554		
C27H36O5	2	440.256274252	27	0.29202466390377047	0.041059972454275215	0.003700779214770922		
C26H36N2O4	6	440.267507632	26	0.28120893561103816	0.038018493013217775	0.003289581524240819		
C27H32N6	2	440.268845024	27	0.2920246639037703	0.04105997245427517	0.0037007792147709193		
C28H40O4	10	440.29265976	28	0.3028403921965027	0.04421843187383483	0.004144872720543432		
C29H44O3	16	440.32904526799996	29	0.3136561204892346	0.04749387127189664	0.004623127265221517		
C30H48O2	27	440.365430776	30	0.324471848781967	0.0508862906484607	0.005136808072468354		
C27H52O4	6	440.386560144	27	0.2920246639037701	0.04105997245427519	0.003700779214770916		
C31H52O	33	440.40181628399995	31	0.3352875770746993	0.05439569000352694	0.005687180365947111		
C28H56O3	3	440.42294565199995	28	0.3028403921965021	0.04421843187383484	0.004144872720543433		
C29H60O2	4	440.45933116000003	29	0.31365612048923497	0.047493871271896686	0.00462312726522152		
C19H19N7O6	2	441.13968132799994	19	0.20549883756191256	0.02000357632387767	0.0025337928185606247		
C24H27NO5S	3	441.16099396400006	24	0.2595774790255737	0.04519119351100812	0.011730616085744345	0.0014590642973322974	
C23H27N3O4S	2	441.172227344	23	0.2487617507328414	0.04519119351100814	0.011241840415505005	0.001337475640747599	
C25H31NO6	2	441.21513771200006	25	0.27039320731830596	0.03509399355066258	0.0033339379191587187		
C26H27N5O2	2	441.21647510400004	26	0.2812089356110377	0.03801849301321773	0.0032895815242408163		
C25H35N3O4	2	441.26275660000005	25	0.2703932073183058	0.03509399355066258	0.0029100144252899576		
C27H39NO4	2	441.287908728	27	0.2920246639037703	0.0410599724542752	0.0037007792147709215		
C26H39N3O3	2	441.299142108	26	0.28120893561103816	0.03801849301321777	0.003289581524240819		
C28H43NO3	3	441.324294236	28	0.3028403921965025	0.04421843187383482	0.004144872720543431		
C25H47NO5	9	441.345423604	25	0.2703932073183058	0.03509399355066256	0.0029100144252899563		
C26H51NO4	17	441.38180911200004	26	0.28120893561103827	0.038018493013217775	0.0032895815242408176		
C22H18O10	13	442.08999677599996	22	0.23794602244010907	0.027022375034010157	0.00488977561476611		
C21H22N4O3S2	2	442.11333256399996	21	0.2271302941473771	0.09038238702201626	0.020528578150052622	0.0022203152699305493	
C30H18O4	2	442.120509056	30	0.3244718487819674	0.05088629064846077	0.005136808072468357		
C23H22O9	4	442.126382284	23	0.2487617507328415	0.029595934561058773	0.004600834328439031		
C22H22N2O8	3	442.13761566399995	22	0.23794602244010904	0.02702237503401015	0.003911820491812893		
C20H26O11	2	442.147511652	20	0.21631456585464473	0.02260492997985103	0.004889775614766118		
C24H26O8	4	442.162767792	24	0.2595774790255736	0.03228647406660955	0.004267440536523156		
C25H22N4O4	2	442.164105184	25	0.2703932073183058	0.03509399355066257	0.0029100144252899537		
C21H31O8P	2	442.175654582	21	0.2271302941473769	0.0245657954854638	0.0037340104694577624		
C21H30O10	5	442.18389715999996	21	0.22713029414737707	0.024565795485463806	0.004667513086822206		
C25H30O7	6	442.1991533	25	0.27039320731830596	0.03509399355066259	0.0038895942390185043		
C17H30N8O4S	2	442.21107243999995	17	0.18386738097644775	0.0451911935110081	0.008309186394068902		
C26H34O4S	2	442.21778056799997	26	0.2812089356110381	0.04519119351100808	0.012708167426223035	0.0017181010747572341	
C28H30N2O3	4	442.22564282	28	0.3028403921965025	0.044218431873834826	0.004144872720543431		
C26H34O6	8	442.235538808	26	0.28120893561103816	0.03801849301321778	0.0034672954359250626		
C23H38O8	5	442.25666817599995	23	0.2487617507328412	0.029595934561058745	0.0040896305141680245		
C27H38O5	5	442.27192431599997	27	0.29202466390377047	0.041059972454275215	0.0037007792147709224		
C26H38N2O4	4	442.283157696	26	0.2812089356110381	0.038018493013217775	0.003289581524240818		
C24H42O7	2	442.293053684	24	0.2595774790255736	0.03228647406660952	0.003734010469457759		
C28H42O4	8	442.308309824	28	0.30284039219650233	0.04421843187383481	0.004144872720543431		
C27H42N2O3	2	442.319543204	27	0.29202466390377035	0.04105997245427519	0.00370077921477092		
C25H46O6	3	442.32943919199994	25	0.2703932073183059	0.03509399355066254	0.003333937919158714		
C29H46O3	27	442.34469533199996	29	0.31365612048923475	0.04749387127189667	0.0046231272652215195		
C26H50O5	24	442.36582469999996	26	0.28120893561103777	0.03801849301321772	0.0032895815242408185		
C30H50O2	52	442.38108084	30	0.324471848781967	0.05088629064846071	0.005136808072468355		
C27H54O4	4	442.402210208	27	0.2920246639037702	0.04105997245427518	0.0037007792147709154		
C31H54O	3	442.41746634799995	31	0.33528757707469964	0.054395690003526974	0.0056871803659471094		
C10H15N5O11P2	5	443.02432955999996	10	0.10815728292732237	0.02260492997985104	0.0024448878073830595		
C16H21N5O10	2	443.128841872	16	0.17305165268371575	0.020549936345319122	0.0035562004471026325		
C25H21N3O3S	2	443.13036253200005	25	0.27039320731830585	0.04519119351100811	0.012219391755983688	0.0015859394710518917	
C22H25N3O5S	2	443.1514919	22	0.2379460224401091	0.04519119351100813	0.010753064745265646	0.0012211734373884203	
C19H21N7O6	2	443.155331392	19	0.2054988375619124	0.02000357632387767	0.0025337928185606242		
C24H21N5O4	3	443.15935415200005	24	0.25957747902557365	0.032286474066609554	0.0025608126942551603		
C21H25N5O4S	2	443.1627252800001	21	0.22713029414737695	0.04519119351100811	0.010264289075026304	0.0011101577337343075	
C16H26N7O6P	2	443.168218182	16	0.17305165268371572	0.01403759742026503	0.002133720268261579		
C27H25NO5	2	443.17327290000003	27	0.2920246639037702	0.0410599724542752	0.003700779214770921		
C21H25N5O6	3	443.18048352	21	0.22713029414737698	0.024565795485463785	0.0028005078520933193		
C22H29N5O5	2	443.216869028	22	0.237946022440109	0.02702237503401017	0.0024448878073830577		
C27H29N3O3	2	443.220891788	27	0.2920246639037702	0.04105997245427519	0.00370077921477092		
C26H37NO5	3	443.267173284	26	0.28120893561103816	0.03801849301321776	0.0032895815242408198		
C18H37N9O4	5	443.29685066400003	18	0.19468310926918028	0.017897936710837913	0.0016002902011961852		
C27H41NO4	2	443.30355879200005	27	0.29202466390377035	0.041059972454275194	0.003700779214770922		
C25H49NO5	11	443.361073668	25	0.2703932073183058	0.03509399355066258	0.002910014425289956		
C10H14N4O10P2S	2	443.990586908	10	0.10815728292732239	0.045191193511008136	0.0048877567023934785		
C22H20O10	9	444.10564683999996	22	0.2379460224401092	0.027022375034010174	0.00488977561476612		
C22H24N2O6S	2	444.13550748800003	22	0.23794602244010918	0.0451911935110081	0.010753064745265651	0.0012211734083387045	
C23H24O9	7	444.142032348	23	0.24876175073284154	0.02959593456105875	0.004600834328439033		
C22H24N2O8	4	444.15326572799995	22	0.23794602244010912	0.02702237503401015	0.003911820491812894		
C24H28O8	2	444.178417856	24	0.25957747902557365	0.03228647406660955	0.004267440536523157		
C25H24N4O4	3	444.179755248	25	0.2703932073183058	0.035093993550662554	0.0029100144252899546		
C21H32O10	6	444.19954722399996	21	0.22713029414737698	0.024565795485463802	0.004667513086822205		
C22H28N4O6	2	444.20088461599994	22	0.23794602244010926	0.027022375034010157	0.0029338653688596706		
C27H28N2O4	4	444.204907376	27	0.29202466390377013	0.041059972454275194	0.0037007792147709167		
C25H32O7	7	444.214803364	25	0.27039320731830596	0.03509399355066256	0.003889594239018501		
C26H28N4O3	3	444.21614075599996	26	0.28120893561103855	0.0380184930132178	0.003289581524240822		
C26H36O6	8	444.251188872	26	0.28120893561103805	0.03801849301321776	0.0034672954359250656		
C16H32N10O5	2	444.255714124	16	0.17305165268371586	0.014037597420265032	0.0017781002235513171		
C23H40O8	5	444.27231824	23	0.24876175073284143	0.029595934561058773	0.004089630514168027		
C27H40O5	15	444.28757438	27	0.2920246639037704	0.04105997245427522	0.003700779214770924		
C31H40O2	2	444.30283052	31	0.33528757707469925	0.054395690003526974	0.005687180365947106		
C24H44O7	4	444.30870374799997	24	0.25957747902557365	0.03228647406660956	0.003734010469457765		
C28H44O4	25	444.323959888	28	0.30284039219650244	0.04421843187383483	0.004144872720543432		
C25H48O6	2	444.34508925599994	25	0.2703932073183057	0.03509399355066256	0.0033339379191587156		
C29H48O3	21	444.36034539599996	29	0.31365612048923475	0.047493871271896665	0.004623127265221521		
C30H52O2	15	444.396730904	30	0.324471848781967	0.05088629064846072	0.005136808072468355		
C26H23NO6	2	445.15253745600006	26	0.28120893561103816	0.038018493013217775	0.003467295435925066		
C22H27N3O5S	2	445.16714196400005	22	0.2379460224401091	0.04519119351100808	0.010753064745265644	0.001221173437388419	
C19H23N7O6	3	445.170981456	19	0.2054988375619123	0.02000357632387766	0.002533792818560625		
C24H23N5O4	2	445.17500421600005	24	0.2595774790255739	0.03228647406660959	0.0025608126942551625		
C25H35NO4S	2	445.2286796000001	25	0.2703932073183059	0.04519119351100811	0.012219391755983692	0.0015859394536220635	
C16H31N9O6	2	445.239729712	16	0.17305165268371583	0.014037597420265035	0.0021337202682615796		
C29H35NO3	2	445.26169398	29	0.31365612048923475	0.04749387127189666	0.004623127265221519		
C23H35N5O4	2	445.26890460000004	23	0.2487617507328416	0.029595934561058797	0.0022407111074732654		
C26H39NO5	2	445.282823348	26	0.2812089356110384	0.03801849301321779	0.0032895815242408193		
C23H43NO7	6	445.303952716	23	0.24876175073284149	0.029595934561058794	0.003578426699897025		
C27H43NO4	5	445.319208856	27	0.29202466390377047	0.041059972454275215	0.0037007792147709206		
C15H10O12S2	2	445.96136776	15	0.16223592439098364	0.0903823870220162	0.014663270107180446	0.0022288227600485173	
C21H18O11	17	446.084911396	21	0.2271302941473769	0.024565795485463792	0.005134264395504426		
C24H18N2O7	2	446.111400916	24	0.2595774790255735	0.03228647406660953	0.00373401046945776		
C22H22O10	60	446.121296904	22	0.23794602244010926	0.02702237503401019	0.004889775614766122		
C19H26O12	7	446.14242627199997	19	0.20549883756191245	0.024659923614382958	0.005067585637121251		
C23H26O9	2	446.157682412	23	0.24876175073284149	0.02959593456105877	0.004600834328439033		
C20H30O11	3	446.17881178	20	0.21631456585464473	0.022604929979851033	0.004889775614766121		
C24H30O8	7	446.19406792	24	0.25957747902557377	0.03228647406660955	0.004267440536523157		
C25H26N4O4	3	446.195405312	25	0.2703932073183059	0.03509399355066258	0.0029100144252899546		
C24H26N6O3	3	446.20663869199996	24	0.25957747902557365	0.03228647406660957	0.002560812694255161		
C21H34O10	2	446.21519728799996	21	0.22713029414737707	0.0245657954854638	0.004667513086822206		
C27H30N2O4	2	446.22055744	27	0.29202466390377035	0.0410599724542752	0.0037007792147709206		
C21H30N6O5	4	446.22776806	21	0.22713029414737698	0.024565795485463802	0.002333756543411101		
C25H34O7	20	446.230453428	25	0.27039320731830563	0.03509399355066253	0.003889594239018501		
C26H30N4O3	2	446.23179081999996	26	0.28120893561103777	0.038018493013217775	0.0032895815242408185		
C25H30N6O2	3	446.2430242	25	0.27039320731830585	0.035093993550662554	0.0029100144252899546		
C21H38N2O6S	4	446.24505793599997	21	0.22713029414737695	0.0451911935110081	0.010264289075026304	0.0011101576465851596	
C24H30N8O	2	446.25425758	24	0.25957747902557354	0.032286474066609554	0.0025608126942551594		
C26H38O6	4	446.26683893599994	26	0.28120893561103816	0.038018493013217775	0.003467295435925062		
C27H42O5	26	446.30322444399997	27	0.29202466390376997	0.04105997245427516	0.0037007792147709206		
C31H42O2	2	446.318480584	31	0.3352875770746993	0.05439569000352698	0.00568718036594711		
C24H46O7	2	446.32435381199997	24	0.25957747902557365	0.03228647406660955	0.0037340104694577646		
C28H46O4	43	446.339609952	28	0.3028403921965026	0.044218431873834826	0.004144872720543431		
C29H50O3	9	446.37599545999996	29	0.3136561204892346	0.047493871271896616	0.004623127265221517		
C28H50N2O2	3	446.38722884	28	0.3028403921965025	0.0442184318738348	0.00414487272054343		
C30H54O2	5	446.412380968	30	0.324471848781967	0.050886290648460696	0.005136808072468353		
C20H21N3O5S2	2	447.092262772	20	0.2163145658546447	0.09038238702201626	0.019551026809573914	0.002042243970949381	
C20H21N3O7S	2	447.11002101200006	20	0.21631456585464465	0.04519119351100811	0.00977551340478695	0.001004428442636114	
[C22H23O10]+	2	447.129121936	22	0.23794602244010912	0.027022375034010174	0.004889775614766124		
C23H21N5O3S	2	447.136510532	23	0.24876175073284154	0.0451911935110081	0.011241840415505005	0.0013374756639873719	
C25H25N3O5	3	447.17942089999997	25	0.2703932073183058	0.03509399355066256	0.0029100144252899546		
C16H29N7O8	2	447.207760888	16	0.17305165268371583	0.016439949076255306	0.002844960357682107		
C21H29N5O6	3	447.21178364800005	21	0.227130294147377	0.024565795485463802	0.0028005078520933232		
C26H29N3O4	2	447.21580640800005	26	0.28120893561103794	0.03801849301321776	0.0032895815242408193		
C20H29N7O5	2	447.223017028	20	0.21631456585464467	0.02222619591541963	0.0022226252794391448		
C24H33NO7	2	447.225702396	24	0.2595774790255736	0.03228647406660956	0.0037340104694577624		
C22H33N5O5	2	447.248169156	22	0.23794602244010915	0.02702237503401018	0.0024448878073830573		
C19H37N5O7	2	447.269298524	19	0.20549883756191248	0.020003576323877652	0.0029560916216540612		
C27H45NO4	6	447.33485892000004	27	0.29202466390377063	0.04105997245427523	0.0037007792147709232		
C16H20N2O9S2	2	448.06102222	16	0.17305165268371586	0.09038238702201622	0.015640821447659138	0.0020422439709493817	
C21H20O11	89	448.10056146	21	0.22713029414737693	0.0245657954854638	0.005134264395504424		
C21H24N2O5S2	2	448.112663868	21	0.22713029414737684	0.0903823870220162	0.020528578150052598	0.002220315254437363	
C22H24O10	26	448.13694696799996	22	0.23794602244010923	0.027022375034010178	0.004889775614766115		
C25H24N2O4S	2	448.145678248	25	0.270393207318306	0.04519119351100813	0.012219391755983699	0.00158593946524195	
C26H24O7	5	448.152203108	26	0.28120893561103805	0.03801849301321778	0.004045178008579245		
C19H28O12	2	448.15807633599997	19	0.20549883756191248	0.02465992361438294	0.005067585637121252		
C25H24N2O6	2	448.16343648799995	25	0.2703932073183058	0.035093993550662575	0.003333937919158718		
C23H28O9	4	448.173332476	23	0.24876175073284137	0.029595934561058763	0.004600834328439028		
C24H24N4O5	2	448.17466986799997	24	0.2595774790255736	0.03228647406660956	0.0026671503353269746		
C28H24N4O2	2	448.189926008	28	0.3028403921965023	0.0442184318738348	0.00414487272054343		
C24H32O8	10	448.209717984	24	0.2595774790255737	0.032286474066609554	0.00426744053652316		
C24H28N6O3	2	448.22228875599995	24	0.2595774790255739	0.03228647406660955	0.0025608126942551594		
C21H36O10	14	448.23084735199996	21	0.2271302941473769	0.024565795485463802	0.004667513086822203		
C29H36O4	3	448.261359632	29	0.31365612048923486	0.04749387127189667	0.004623127265221519		
C26H40O6	4	448.28248899999994	26	0.2812089356110383	0.03801849301321779	0.003467295435925068		
C27H36N4O2	2	448.28382639200004	27	0.29202466390377035	0.041059972454275194	0.003700779214770922		
C30H40O3	5	448.29774513999996	30	0.3244718487819672	0.05088629064846073	0.0051368080724683565		
C27H44O3S	4	448.301116268	27	0.29202466390377074	0.04519119351100818	0.013196943096462395	0.0018555491607378134	
C27H44O5	39	448.31887450799996	27	0.2920246639037703	0.04105997245427521	0.0037007792147709224		
C28H48O4	10	448.355260016	28	0.30284039219650266	0.04421843187383481	0.004144872720543431		
C30H56O2	10	448.42803103200004	30	0.32447184878196705	0.050886290648460696	0.005136808072468356		
C32H64	2	448.50080204799997	32	0.34610330536743156	0.058022069337095444	0.006275509369320945		
C19H19N3O6S2	2	449.071527328	19	0.2054988375619125	0.09038238702201623	0.01857347546909522	0.0020422439709493817	
C14H27NO9S3	2	449.08479444400007	14	0.15142019609825125	0.13557358053302435	0.020528578150052604	0.006126731912848144	
[C21H21O11]+	8	449.108386492	21	0.22713029414737693	0.024565795485463792	0.005134264395504426		
C24H23N3O4S	3	449.140927216	24	0.2595774790255735	0.04519119351100808	0.011730616085744352	0.0014590643321919564	
C25H27N3O3S	2	449.177312724	25	0.2703932073183059	0.04519119351100805	0.01221939175598369	0.0015859394710518906	
C25H27N3O5	5	449.195070964	25	0.2703932073183057	0.03509399355066256	0.0029100144252899533		
C26H31N3O4	4	449.23145647200005	26	0.28120893561103794	0.038018493013217775	0.00328958152424082		
C20H31N7O5	2	449.238667092	20	0.21631456585464462	0.022226195915419623	0.0022226252794391443		
C21H35N7O4	4	449.27505260000004	21	0.22713029414737684	0.024565795485463747	0.0018670052347288797		
C25H39NO6	2	449.277737968	25	0.27039320731830596	0.035093993550662575	0.0033339379191587187		
C19H39N5O7	2	449.284948588	19	0.20549883756191253	0.020003576323877684	0.0029560916216540643		
C29H39NO3	2	449.292994108	29	0.31365612048923447	0.04749387127189658	0.004623127265221517		
C28H39N3O2	2	449.30422748800004	28	0.3028403921965025	0.04421843187383484	0.004144872720543432		
C26H43NO5	8	449.31412347599996	26	0.28120893561103794	0.038018493013217775	0.0032895815242408176		
C27H47NO4	3	449.350508984	27	0.29202466390377035	0.041059972454275215	0.0037007792147709224		
C20H18O12	5	450.07982601599997	20	0.21631456585464476	0.024659923614382944	0.00533430067065395		
C21H22O11	36	450.116211524	21	0.22713029414737695	0.02456579548546378	0.005134264395504423		
C20H22N2O10	2	450.12744490399996	20	0.21631456585464465	0.022226195915419616	0.004445250558878287		
C22H26O10	5	450.15259703199996	22	0.2379460224401091	0.027022375034010147	0.0048897756147661085		
C26H26O7	8	450.167853172	26	0.28120893561103816	0.03801849301321779	0.004045178008579245		
C24H26N4O3S	2	450.17256169200004	24	0.25957747902557354	0.045191193511008095	0.011730616085744341	0.0014590643321919564	
C20H36O7P2	10	450.193626752	20	0.21631456585464473	0.022226195915419626	0.0031116753912148036		
C27H30O6	3	450.20423868	27	0.2920246639037706	0.0410599724542752	0.003700779214770921		
C24H34O6S	3	450.207609808	24	0.2595774790255732	0.04519119351100807	0.011730616085744324	0.0014590642973322952	
C20H30N6O6	2	450.22268268	20	0.2163145658546447	0.02222619591541962	0.002667150335326972		
C24H34O8	2	450.22536804799995	24	0.2595774790255737	0.03228647406660956	0.00426744053652316		
C21H34N6O5	4	450.25906818799996	21	0.2271302941473768	0.02456579548546379	0.0023337565434111		
C25H38O7	5	450.261753556	25	0.2703932073183056	0.03509399355066256	0.0038895942390185		
C23H47O6P	2	450.311025854	23	0.24876175073284149	0.029595934561058763	0.00306722288562602		
C27H46O5	29	450.33452457199996	27	0.29202466390377	0.041059972454275166	0.003700779214770922		
C31H46O2	3	450.349780712	31	0.3352875770746992	0.05439569000352696	0.005687180365947106		
C28H50O4	6	450.37091008	28	0.3028403921965025	0.04421843187383484	0.004144872720543434		
C30H58O2	21	450.443681096	30	0.32447184878196644	0.05088629064846062	0.005136808072468354		
C31H62O	7	450.480066604	31	0.3352875770746992	0.05439569000352699	0.00568718036594711		
C32H66	16	450.516452112	32	0.3461033053674318	0.058022069337095486	0.006275509369320949		
C13H25NO10S3	2	451.06405900000004	13	0.14060446780551902	0.13557358053302423	0.019062251139334574	0.006126731912848146	
C21H25NO8S	2	451.13008776	21	0.227130294147377	0.045191193511008115	0.010264289075026304	0.0011101576175354439	
C20H25N3O7S	3	451.14132114000006	20	0.21631456585464442	0.0451911935110081	0.009775513404786954	0.0010044284426361126	
C19H25N5O8	2	451.17031276	19	0.20549883756191248	0.02000357632387766	0.0033783904247474982		
C22H29NO9	2	451.18423150800004	22	0.2379460224401093	0.02702237503401017	0.004400798053289509		
C19H29N7O6	3	451.217931648	19	0.2054988375619125	0.020003576323877677	0.0025337928185606242		
C18H37N5O8	3	451.264213144	18	0.19468310926918023	0.017897936710837906	0.0032005804023923653		
C21H42NO7P	4	451.269889314	21	0.22713029414737673	0.024565795485463792	0.0032672591607755394		
C28H37NO4	3	451.272258664	28	0.30284039219650244	0.04421843187383484	0.004144872720543432		
C25H41NO6	2	451.293388032	25	0.270393207318306	0.03509399355066258	0.0033339379191587187		
C26H45NO5	7	451.32977354	26	0.2812089356110382	0.038018493013217775	0.00328958152424082		
C27H49NO4	2	451.366159048	27	0.29202466390377063	0.04105997245427525	0.00370077921477092		
C20H20O12	2	452.09547607999997	20	0.21631456585464462	0.02465992361438293	0.005334300670653943		
C24H20O9	5	452.11073222	24	0.2595774790255738	0.032286474066609575	0.0048008706035885555		
C21H24O11	36	452.131861588	21	0.22713029414737684	0.024565795485463792	0.00513426439550442		
C25H24O8	3	452.147117728	25	0.2703932073183058	0.03509399355066256	0.0044452505588782895		
C19H32O8S2	2	452.153859984	19	0.20549883756191253	0.09038238702201623	0.01857347546909522	0.0020422439709493817	
