MOL_FORMULA	NUM_REPEATS	EXACT_MASS	NUM_CARBONS	ISOTOPE_2	ISOTOPE_3	ISOTOPE_4	ISOTOPE_5	ISOTOPE_6
C15H11NO3	5	253.07389321199997	15	0.16223592439098364	0.01228289774273191	0.001000181375747616		
C12H15NO3S	5	253.07726434	12	0.12978873951278694	0.04519119351100811	0.0058653080428721785		
C9H11N5O4	8	253.08110383200003	9	0.09734155463459006	0.008219974538127648			
C14H11N3O2	2	253.085126592	14	0.15142019609825133	0.010645178043700979			
C11H15N3O2S	2	253.08849772	11	0.11897301122005455	0.04519119351100808	0.005376532372632822		
C12H15NO5	5	253.09502257999998	12	0.1297887395127868	0.010274968172659554	0.0013335751676634862		
C13H11N5O	4	253.09635997200002	13	0.14060446780551908	0.009124438323172265			
C11H15N3O4	2	253.10625596	11	0.11897301122005464	0.008219974538127648			
C16H15NO2	8	253.11027872	16	0.1730516526837157	0.014037597420265021			
C13H19NO2S	5	253.113649848	13	0.14060446780551902	0.04519119351100814	0.0063540837131115194		
C10H15N5O3	3	253.11748933999996	10	0.1081572829273224	0.006164980903595737			
C15H15N3O	3	253.1215121	15	0.16223592439098347	0.012282897742731894			
C13H19NO4	4	253.131408088	13	0.14060446780551902	0.009124438323172265	0.001155765145308355		
C14H15N5	2	253.13274547999998	14	0.1514201960982513	0.010645178043700984			
C17H19NO	7	253.146664228	17	0.18386738097644786	0.01590927707630037			
C16H19N3	5	253.15789760799998	16	0.17305165268371567	0.014037597420265018			
C14H23NO3	5	253.167793596	14	0.15142019609825125	0.010645178043700989			
C18H23N	2	253.183049736	18	0.1946831092691802	0.017897936710837902	0.001032422509146349		
C16H31NO	5	253.24056461200001	16	0.17305165268371572	0.014037597420265021			
C5H3IO2S	2	253.889848336	5	0.05407864146366118	0.045191193511008115	0.0024438783511967392		
C10H10N2O2S2	3	254.01836956	10	0.10815728292732234	0.09038238702201615	0.00977551340478695	0.0020422439709493804	
C7H11O8P	2	254.01915394199997	7	0.07571009804912565	0.016439949076255296	0.0012446701564859212		
C11H10O5S	3	254.02489441999998	11	0.11897301122005458	0.045191193511008115	0.0053765323726328255		
C10H10N2O4S	5	254.03612779999997	10	0.10815728292732234	0.0451911935110081	0.004887756702393477		
C7H14N2O4S2	2	254.039498928	7	0.07571009804912567	0.09038238702201631	0.006842859383350874	0.0020422439709493834	
C14H10N2OS	2	254.05138394	14	0.1514201960982513	0.04519119351100811	0.006842859383350867		
C10H10N2O6	2	254.05388603999998	10	0.10815728292732232	0.01232996180719147	0.0013335751676634866		
C15H10O4	42	254.0579088	15	0.16223592439098347	0.012282897742731896	0.0013335751676634866		
C12H14O4S	2	254.061279928	12	0.12978873951278683	0.0451911935110081	0.005865308042872173		
C13H10N4S	3	254.06261732	13	0.1406044678055191	0.045191193511008115	0.006354083713111524		
C11H14N2O3S	6	254.072513308	11	0.11897301122005459	0.04519119351100813	0.005376532372632828		
C12H14O6	3	254.07903816799998	12	0.12978873951278688	0.012329961807191479	0.0016002902011961852		
C15H14N2S	6	254.087769448	15	0.16223592439098347	0.0451911935110081	0.007331635053590214		
C11H14N2O5	7	254.090271548	11	0.11897301122005459	0.010274968172659564	0.0012224439036915304		
C16H14O3	29	254.09429430799997	16	0.17305165268371572	0.01403759742026503	0.0010668601341307891		
C9H18O8	3	254.100167536	9	0.09734155463459009	0.016439949076255296	0.001600290201196184		
C10H14N4O4	2	254.101504928	10	0.10815728292732238	0.008219974538127645			
C15H14N2O2	11	254.105527688	15	0.16223592439098353	0.012282897742731903			
C12H18N2O2S	8	254.108898816	12	0.1297887395127868	0.045191193511008095	0.00586530804287217		
C20H14	3	254.109550448	20	0.2163145658546448	0.02222619591541964	0.001442354976013283		
C13H18O5	6	254.11542367599998	13	0.14060446780551902	0.010274968172659556	0.0014447064316354433		
C14H14N4O	2	254.116761068	14	0.15142019609825133	0.010645178043700979			
C12H18N2O4	9	254.126657056	12	0.1297887395127868	0.008219974538127648	0.0010668601341307896		
C17H18O2	10	254.130679816	17	0.18386738097644795	0.015909277076300358			
C14H22O2S	2	254.134050944	14	0.15142019609825125	0.045191193511008115	0.00684285938335087		
C11H18N4O3	5	254.137890436	11	0.11897301122005458	0.006433898817621469			
C16H18N2O	16	254.141913196	16	0.17305165268371572	0.014037597420265028			
C14H22O4	9	254.151809184	14	0.1514201960982512	0.010645178043700982	0.0012446701564859215		
C18H22O	5	254.167065324	18	0.19468310926918025	0.017897936710837902	0.0010324225091463489		
C15H26O3	15	254.18819469199997	15	0.16223592439098344	0.01228289774273189	0.0010001813757476155		
C16H30O2	70	254.2245802	16	0.17305165268371575	0.014037597420265027			
C17H34O	11	254.26096570800001	17	0.183867380976448	0.01590927707630036			
C18H38	11	254.29735121599998	18	0.19468310926918034	0.017897936710837923	0.0010324225091463495		
C10H9NO5S	3	255.02014338799998	10	0.10815728292732242	0.045191193511008115	0.004887756702393481		
C14H9NO2S	2	255.035399528	14	0.15142019609825125	0.04519119351100808	0.006842859383350861		
C14H9NO4	3	255.053157768	14	0.15142019609825122	0.010645178043700973	0.0012446701564859208		
C11H13NO4S	2	255.05652889599997	11	0.11897301122005452	0.045191193511008095	0.0053765323726328255		
C13H9N3O3	2	255.06439114799997	13	0.14060446780551908	0.009124438323172262			
[C15H11O4]+	2	255.065733832	15	0.16223592439098353	0.012282897742731905	0.001333575167663488		
C11H13NO6	5	255.07428713599998	11	0.1189730112200546	0.012329961807191476	0.0014669326844298357		
C15H13NO3	11	255.08954327599997	15	0.16223592439098364	0.012282897742731896	0.0010001813757476161		
C9H13N5O4	5	255.096753896	9	0.09734155463459004	0.00821997453812765			
C14H13N3O2	5	255.100776656	14	0.15142019609825125	0.010645178043700973			
C11H17N3O2S	4	255.104147784	11	0.11897301122005463	0.045191193511008115	0.005376532372632826		
C16H17NO2	17	255.125928784	16	0.17305165268371575	0.01403759742026503			
C13H21NO2S	8	255.129299912	13	0.14060446780551902	0.0451911935110081	0.0063540837131115194		
C15H17N3O	3	255.137162164	15	0.16223592439098347	0.012282897742731896			
C14H17N5	5	255.148395544	14	0.1514201960982513	0.01064517804370098			
C11H21N5S	2	255.151766672	11	0.11897301122005459	0.04519119351100814	0.005376532372632829		
C17H21NO	6	255.16231429200002	17	0.18386738097644797	0.015909277076300358			
C14H25NO3	2	255.18344365999997	14	0.15142019609825122	0.010645178043700972			
C13H25N3O2	3	255.19467704	13	0.14060446780551897	0.009124438323172265			
C18H25N	3	255.19869979999999	18	0.1946831092691803	0.01789793671083792	0.0010324225091463497		
C16H33NO	6	255.256214676	16	0.17305165268371578	0.014037597420265027			
C6H8O9S	4	255.988902836	6	0.06489436975639344	0.0451911935110081	0.002932654021436085		
C6H9O9P	4	255.998418498	6	0.06489436975639341	0.018494942710787197	0.0012002176508971378		
C14H8O5	2	256.037173356	14	0.15142019609825136	0.010645178043700987	0.0015558376956074024		
C15H12O2S	2	256.05580062399997	15	0.1622359243909835	0.045191193511008115	0.007331635053590219		
C14H12N2OS	6	256.067034004	14	0.15142019609825125	0.04519119351100813	0.006842859383350874		
C15H12O4	30	256.073558864	15	0.16223592439098358	0.012282897742731896	0.0013335751676634873		
C13H12N4S	4	256.078267384	13	0.14060446780551905	0.04519119351100813	0.006354083713111519		
C14H12N2O3	18	256.08479224399997	14	0.15142019609825122	0.010645178043700973			
C11H16N2O3S	8	256.088163372	11	0.11897301122005453	0.0451911935110081	0.0053765323726328255		
C12H16O6	3	256.09468823199995	12	0.1297887395127869	0.012329961807191476	0.0016002902011961857		
C13H12N4O2	3	256.096025624	13	0.14060446780551908	0.009124438323172265			
C15H16N2S	7	256.103419512	15	0.16223592439098353	0.04519119351100808	0.007331635053590214		
C11H16N2O5	7	256.105921612	11	0.1189730112200546	0.010274968172659561	0.0012224439036915293		
C16H16O3	21	256.109944372	16	0.17305165268371572	0.014037597420265021	0.001066860134130789		
C10H16N4O4	3	256.117154992	10	0.10815728292732235	0.008219974538127655			
C15H16N2O2	16	256.121177752	15	0.16223592439098353	0.012282897742731901			
C12H20N2O2S	3	256.12454888	12	0.1297887395127868	0.0451911935110081	0.0058653080428721725		
C20H16	5	256.125200512	20	0.2163145658546448	0.02222619591541964	0.0014423549760132829		
C13H20O5	5	256.13107374000003	13	0.14060446780551902	0.010274968172659554	0.0014447064316354431		
C14H16N4O	4	256.132411132	14	0.15142019609825133	0.01064517804370098			
C17H20O2	5	256.14632988	17	0.183867380976448	0.01590927707630036			
C16H20N2O	8	256.15756325999996	16	0.17305165268371575	0.01403759742026503			
C14H24O4	6	256.167459248	14	0.15142019609825125	0.010645178043700979	0.001244670156485921		
C13H24N2O3	2	256.17869262799996	13	0.14060446780551908	0.009124438323172267			
C18H24O	3	256.182715388	18	0.19468310926918014	0.0178979367108379	0.0010324225091463489		
C15H28O3	14	256.20384475599997	15	0.16223592439098353	0.012282897742731896	0.0010001813757476144		
C16H32O2	36	256.240230264	16	0.17305165268371575	0.014037597420265014			
C17H36O	6	256.276615772	17	0.1838673809764481	0.015909277076300365			
C9H8IN	2	256.970147256	9	0.09734155463459017	0.00421127922607951			
C12H7N3O2S	2	257.02589746399997	12	0.12978873951278674	0.0451911935110081	0.005865308042872171		
C10H11NO5S	3	257.035793452	10	0.10815728292732239	0.045191193511008115	0.00488775670239348		
C13H11N3OS	4	257.062282972	13	0.14060446780551897	0.0451911935110081	0.006354083713111517		
C14H11NO4	5	257.068807832	14	0.15142019609825133	0.010645178043700975	0.0012446701564859215		
C11H15NO4S	7	257.07217896	11	0.11897301122005458	0.04519119351100808	0.005376532372632824		
C13H11N3O3	2	257.080041212	13	0.1406044678055191	0.009124438323172272			
C12H11N5O2	2	257.09127459200005	12	0.1297887395127868	0.007720678581145765			
C14H15N3S	3	257.09866848	14	0.15142019609825133	0.0451911935110081	0.006842859383350871		
C10H15N3O5	9	257.10117058000003	10	0.10815728292732238	0.010274968172659564	0.001111312639719574		
C8H20NO6P	2	257.10282399	8	0.08652582634185789	0.012329961807191474	0.0010668601341307898		
C15H15NO3	10	257.10519334	15	0.16223592439098353	0.012282897742731903	0.0010001813757476157		
C12H19NO3S	3	257.108564468	12	0.12978873951278674	0.0451911935110081	0.00586530804287217		
C9H15N5O4	3	257.11240396	9	0.0973415546345901	0.008219974538127648			
C14H15N3O2	3	257.11642672	14	0.1514201960982512	0.010645178043700973			
C16H19NO2	6	257.141578848	16	0.17305165268371583	0.014037597420265044			
C15H19N3O	9	257.15281222799996	15	0.16223592439098344	0.012282897742731889			
C13H23NO4	7	257.162708216	13	0.1406044678055191	0.009124438323172265	0.0011557651453083563		
C17H23NO	11	257.17796435599996	17	0.18386738097644792	0.01590927707630036			
C13H27N3O2	2	257.210327104	13	0.14060446780551902	0.009124438323172265			
C18H27N	3	257.214349864	18	0.19468310926918017	0.017897936710837902	0.0010324225091463489		
C15H31NO2	4	257.235479232	15	0.1622359243909836	0.012282897742731894			
C9H7IO	3	257.954162844	9	0.09734155463459016	0.004211279226079509			
C6H11O9P	3	258.01406856200003	6	0.06489436975639348	0.018494942710787218	0.0012002176508971395		
C14H10O3S	3	258.03506518	14	0.1514201960982513	0.04519119351100813	0.00684285938335087		
C8H19O3PS2	2	258.051323098	8	0.0865258263418578	0.09038238702201613	0.007820410723829562	0.0020422439709493795	
C14H10O5	13	258.05282342	14	0.15142019609825133	0.010645178043700984	0.001555837695607401		
C13H10N2O4	3	258.0640568	13	0.1406044678055191	0.009124438323172265	0.001155765145308356		
C10H14N2O4S	5	258.067427928	10	0.10815728292732239	0.0451911935110081	0.004887756702393479		
C9H14N4O3S	3	258.078661308	9	0.09734155463459016	0.045191193511008136	0.0043989810321541315		
C14H14N2OS	5	258.082684068	14	0.15142019609825133	0.0451911935110081	0.006842859383350871		
C10H14N2O6	8	258.085186168	10	0.10815728292732237	0.012329961807191482	0.0013335751676634877		
C15H14O4	37	258.089208928	15	0.16223592439098353	0.012282897742731896	0.0013335751676634853		
C13H14N4S	3	258.093917448	13	0.14060446780551902	0.04519119351100808	0.006354083713111519		
C9H14N4O5	4	258.09641954800003	9	0.09734155463459017	0.010274968172659566	0.0010001813757476153		
C14H14N2O3	4	258.10044230799997	14	0.1514201960982513	0.010645178043700982			
C11H18N2O3S	2	258.103813436	11	0.11897301122005459	0.04519119351100811	0.005376532372632826		
C12H18O6	5	258.110338296	12	0.12978873951278674	0.012329961807191465	0.0016002902011961826		
C13H14N4O2	4	258.111675688	13	0.14060446780551902	0.009124438323172265			
C11H18N2O5	3	258.12157167600003	11	0.11897301122005456	0.010274968172659552	0.001222443903691529		
C16H18O3	9	258.125594436	16	0.17305165268371572	0.014037597420265033	0.0010668601341307891		
C15H18N2O2	9	258.136827816	15	0.1622359243909835	0.0122828977427319			
C13H22O5	3	258.146723804	13	0.14060446780551902	0.010274968172659561	0.001444706431635444		
C12H22N2O4	2	258.157957184	12	0.12978873951278694	0.008219974538127651	0.0010668601341307907		
C17H22O2	26	258.161979944	17	0.18386738097644786	0.015909277076300375			
C16H22N2O	2	258.17321332399996	16	0.17305165268371583	0.01403759742026503			
C14H26O4	11	258.183109312	14	0.15142019609825116	0.010645178043700984	0.001244670156485921		
C13H26N2O3	2	258.19434269199996	13	0.14060446780551905	0.00912443832317227			
C18H26O	8	258.19836545199996	18	0.19468310926918025	0.017897936710837923	0.0010324225091463493		
C15H30O3	14	258.21949481999997	15	0.16223592439098344	0.012282897742731894	0.0010001813757476153		
C19H30	4	258.23475096	19	0.2054988375619124	0.020003576323877656	0.0012260017296112894		
C7H6IN3	3	258.960645192	7	0.07571009804912562	0.0024565795485463797			
C9H10IN	2	258.98579731999996	9	0.09734155463459011	0.004211279226079508			
C9H9NO6S	3	259.015058008	9	0.09734155463459009	0.0451911935110081	0.004398981032154129		
C6H13NO8S	3	259.036187376	6	0.06489436975639341	0.04519119351100809	0.0029326540214360836		
C6H14NO8P	10	259.045703038	6	0.06489436975639344	0.01643994907625531	0.0010668601341307904		
C13H9NO5	4	259.04807238800004	13	0.14060446780551908	0.010274968172659552	0.0014447064316354431		
C10H13NO5S	6	259.051443516	10	0.10815728292732239	0.04519119351100813	0.004887756702393479		
C10H14NO5P	2	259.06095917799996	10	0.10815728292732239	0.010274968172659564	0.0011113126397195728		
C9H13N3O4S	2	259.062676896	9	0.09734155463459017	0.0451911935110081	0.004398981032154133		
C14H13NO2S	4	259.06669965599997	14	0.15142019609825125	0.04519119351100811	0.006842859383350868		
C13H13N3OS	3	259.077933036	13	0.14060446780551894	0.045191193511008095	0.006354083713111521		
C9H13N3O6	5	259.080435136	9	0.09734155463459014	0.01232996180719146	0.0012002176508971374		
C14H13NO4	3	259.084457896	14	0.15142019609825125	0.010645178043700972	0.0012446701564859215		
C13H13N3O3	4	259.095691276	13	0.14060446780551913	0.009124438323172269			
C15H17NOS	2	259.103085164	15	0.1622359243909835	0.04519119351100806	0.007331635053590208		
C11H17NO6	3	259.10558726399995	11	0.11897301122005459	0.012329961807191474	0.0014669326844298355		
C10H17N3O5	5	259.11682064400003	10	0.10815728292732237	0.010274968172659561	0.0011113126397195726		
C15H17NO3	4	259.12084340399997	15	0.16223592439098347	0.01228289774273189	0.0010001813757476153		
C14H17N3O2	5	259.132076784	14	0.1514201960982513	0.010645178043700975			
C19H17N	2	259.136099544	19	0.2054988375619124	0.020003576323877666	0.0012260017296112907		
C12H21NO5	6	259.14197277200003	12	0.12978873951278677	0.01027496817265955	0.0013335751676634858		
C11H21N3O4	10	259.153206152	11	0.11897301122005452	0.00821997453812765			
C16H21NO2	10	259.157228912	16	0.17305165268371578	0.014037597420265042			
C15H21N3O	2	259.16846229199996	15	0.16223592439098364	0.012282897742731901			
C13H25NO4	5	259.17835828	13	0.14060446780551905	0.009124438323172276	0.0011557651453083552		
C12H25N3O3	4	259.18959166	12	0.1297887395127867	0.007720678581145764			
C17H25NO	13	259.19361441999996	17	0.1838673809764479	0.015909277076300358			
C18H29N	2	259.22999992800004	18	0.19468310926918028	0.017897936710837923	0.0010324225091463495		
C6H5IN4	2	259.95589415999996	6	0.06489436975639341	0.0017546996775331279			
C9H8O7S	4	259.999073596	9	0.09734155463459013	0.0451911935110081	0.004398981032154131		
C12H8N2OS2	3	260.00780487599997	12	0.12978873951278677	0.09038238702201626	0.011730616085744352	0.0020422439709493834	
C6H13O7PS	3	260.011960386	6	0.06489436975639343	0.04519119351100811	0.0029326540214360875		
C6H12O9S	2	260.020202964	6	0.0648943697563934	0.04519119351100806	0.0029326540214360836		
C6H13O9P	37	260.029718626	6	0.0648943697563934	0.0184949427107872	0.0012002176508971376		
C13H8O6	4	260.032087976	13	0.1406044678055191	0.012329961807191469	0.0017336477179625326		
C12H8N2O5	3	260.043321356	12	0.1297887395127868	0.010274968172659556	0.0013335751676634862		
C9H12N2O5S	6	260.046692484	9	0.09734155463459017	0.045191193511008115	0.004398981032154132		
C14H12O3S	5	260.050715244	14	0.1514201960982513	0.04519119351100811	0.00684285938335087		
C13H12N2O2S	9	260.061948624	13	0.14060446780551902	0.045191193511008095	0.006354083713111519		
C14H12O5	6	260.068473484	14	0.15142019609825125	0.010645178043700977	0.0015558376956074016		
C13H12N2O4	6	260.079706864	13	0.14060446780551897	0.009124438323172265	0.0011557651453083556		
C10H16N2O4S	2	260.08307799199997	10	0.10815728292732235	0.045191193511008115	0.004887756702393478		
C11H16O7	2	260.089602852	11	0.11897301122005446	0.014384955441723378	0.0017114214651681408		
C12H12N4O3	2	260.09094024399997	12	0.12978873951278677	0.007720678581145763			
C17H12N2O	2	260.094963004	17	0.1838673809764481	0.01590927707630037			
C14H16N2OS	5	260.098334132	14	0.15142019609825125	0.04519119351100811	0.006842859383350867		
C10H16N2O6	6	260.100836232	10	0.10815728292732248	0.01232996180719148	0.001333575167663487		
C15H16O4	27	260.104858992	15	0.16223592439098353	0.012282897742731896	0.0013335751676634869		
C9H16N4O5	4	260.112069612	9	0.09734155463459011	0.010274968172659557	0.001000181375747615		
C14H16N2O3	5	260.11609237199997	14	0.15142019609825125	0.010645178043700968			
C19H16O	3	260.12011513199997	19	0.20549883756191237	0.020003576323877666	0.0012260017296112896		
C12H20O6	2	260.12598836	12	0.12978873951278688	0.012329961807191479	0.0016002902011961855		
C13H16N4O2	4	260.127325752	13	0.1406044678055191	0.009124438323172274			
C18H16N2	4	260.131348512	18	0.19468310926918014	0.017897936710837895	0.0010324225091463489		
C11H20N2O5	6	260.13722174	11	0.11897301122005459	0.010274968172659563	0.00122244390369153		
C16H20O3	5	260.14124449999997	16	0.1730516526837157	0.014037597420265023	0.0010668601341307898		
C10H20N4O4	3	260.14845512	10	0.10815728292732237	0.00821997453812765			
C15H20N2O2	9	260.15247788	15	0.16223592439098353	0.012282897742731896			
C13H24O5	2	260.162373868	13	0.1406044678055191	0.010274968172659564	0.0014447064316354446		
C14H20N4O	3	260.16371126	14	0.15142019609825125	0.010645178043700975			
C12H24N2O4	2	260.173607248	12	0.12978873951278688	0.00821997453812765	0.00106686013413079		
C17H24O2	13	260.177630008	17	0.18386738097644797	0.015909277076300354			
C16H24N2O	8	260.188863388	16	0.17305165268371586	0.01403759742026503			
C14H28O4	2	260.198759376	14	0.1514201960982512	0.010645178043700985	0.0012446701564859212		
C18H28O	7	260.214015516	18	0.1946831092691803	0.017897936710837902	0.001032422509146349		
C15H32O3	2	260.23514488399996	15	0.16223592439098358	0.012282897742731901	0.0010001813757476148		
C19H32	5	260.250401024	19	0.20549883756191248	0.020003576323877677	0.0012260017296112898		
C5H4IN5	2	260.951143128	5	0.05407864146366118	0.0011697997850220855			
C8H7NO7S	2	260.99432256399996	8	0.08652582634185782	0.0451911935110081	0.00391020536191478		
C9H12IN	3	261.001447384	9	0.09734155463459011	0.004211279226079508			
C9H11NO6S	3	261.030708072	9	0.09734155463459014	0.04519119351100811	0.004398981032154131		
C11H7N3O5	2	261.038570324	11	0.11897301122005462	0.010274968172659561	0.00122244390369153		
C9H12NO6P	4	261.040223734	9	0.09734155463459014	0.012329961807191472	0.001200217650897138		
C13H11NO3S	3	261.045964212	13	0.14060446780551902	0.04519119351100813	0.006354083713111522		
C13H11NO5	3	261.063722452	13	0.1406044678055191	0.010274968172659563	0.0014447064316354449		
C11H11N5OS	2	261.068430972	11	0.11897301122005455	0.04519119351100808	0.005376532372632823		
C14H15NO2S	12	261.08234972	14	0.1514201960982513	0.04519119351100811	0.006842859383350868		
C10H15NO7	2	261.08485182	10	0.10815728292732243	0.014384955441723388	0.0015558376956074026		
C16H11N3O	6	261.090211972	16	0.17305165268371572	0.014037597420265027			
C9H15N3O6	6	261.09608519999995	9	0.09734155463459006	0.012329961807191472	0.0012002176508971376		
C14H15NO4	5	261.10010796	14	0.15142019609825125	0.01064517804370097	0.0012446701564859215		
C13H15N3O3	6	261.11134133999997	13	0.14060446780551908	0.009124438323172269			
C11H19NO6	12	261.121237328	11	0.11897301122005466	0.012329961807191484	0.0014669326844298364		
C14H19N3S	3	261.129968608	14	0.15142019609825125	0.045191193511008095	0.006842859383350866		
C10H19N3O5	6	261.13247070799997	10	0.10815728292732234	0.010274968172659563	0.0011113126397195724		
C15H19NO3	7	261.136493468	15	0.16223592439098353	0.012282897742731901	0.0010001813757476153		
C9H19N5O4	3	261.143704088	9	0.09734155463459011	0.008219974538127646			
C14H19N3O2	4	261.147726848	14	0.1514201960982513	0.010645178043700975			
C19H19N	4	261.151749608	19	0.2054988375619125	0.020003576323877666	0.0012260017296112902		
C12H23NO5	7	261.157622836	12	0.1297887395127868	0.010274968172659552	0.0013335751676634853		
C16H23NO2	10	261.172878976	16	0.17305165268371572	0.014037597420265023			
C15H23N3O	2	261.184112356	15	0.1622359243909835	0.012282897742731896			
C18H31N	3	261.24564999200004	18	0.1946831092691803	0.01789793671083792	0.0010324225091463497		
C5H12O8P2	3	262.000740604	5	0.05407864146366116	0.016439949076255293			
C9H10O7S	6	262.01472365999996	9	0.09734155463459013	0.045191193511008095	0.004398981032154129		
C6H15O9P	4	262.04536869000003	6	0.06489436975639341	0.018494942710787193	0.001200217650897137		
C13H10O6	2	262.04773804	13	0.14060446780551908	0.012329961807191476	0.0017336477179625337		
C12H10N2O5	2	262.05897142	12	0.12978873951278683	0.010274968172659557	0.001333575167663487		
C17H10O3	3	262.06299418	17	0.18386738097644795	0.015909277076300365	0.0011335388925139635		
C11H10N4O4	2	262.0702048	11	0.1189730112200546	0.00821997453812765			
C16H10N2O2	7	262.07422756	16	0.17305165268371583	0.014037597420265035			
C13H14N2O2S	11	262.07759868799997	13	0.14060446780551905	0.04519119351100812	0.006354083713111521		
C9H14N2O7	6	262.080100788	9	0.09734155463459013	0.014384955441723383	0.0014002539260466612		
C14H14O5	9	262.084123548	14	0.1514201960982513	0.010645178043700987	0.001555837695607402		
C15H10N4O	2	262.08546094	15	0.16223592439098353	0.012282897742731903			
C12H14N4OS	2	262.088832068	12	0.12978873951278674	0.04519119351100806	0.005865308042872168		
C13H14N2O4	2	262.095356928	13	0.14060446780551902	0.009124438323172265	0.0011557651453083554		
C10H18N2O4S	2	262.098728056	10	0.10815728292732234	0.0451911935110081	0.004887756702393478		
C12H14N4O3	4	262.10659030799997	12	0.12978873951278677	0.00772067858114576			
C17H14N2O	5	262.11061306799996	17	0.183867380976448	0.01590927707630036			
C15H18O4	24	262.120509056	15	0.16223592439098358	0.012282897742731894	0.0013335751676634875		
C16H14N4	2	262.121846448	16	0.17305165268371583	0.014037597420265037			
C14H18N2O3	5	262.13174243599997	14	0.15142019609825125	0.010645178043700975			
C11H22N2O3S	5	262.135113564	11	0.11897301122005458	0.045191193511008095	0.005376532372632825		
C12H22O6	6	262.141638424	12	0.12978873951278683	0.012329961807191476	0.0016002902011961848		
C18H18N2	5	262.146998576	18	0.19468310926918017	0.0178979367108379	0.0010324225091463484		
C16H22O3	7	262.156894564	16	0.17305165268371572	0.014037597420265021	0.0010668601341307896		
C15H22N2O2	8	262.168127944	15	0.16223592439098353	0.012282897742731901			
C13H22N6	2	262.190594704	13	0.14060446780551905	0.009124438323172274			
C17H26O2	22	262.193280072	17	0.18386738097644803	0.015909277076300365			
C18H30O	13	262.22966557999996	18	0.19468310926918014	0.017897936710837902	0.001032422509146349		
C19H34	5	262.266051088	19	0.2054988375619125	0.020003576323877673	0.0012260017296112896		
C7H6INS	2	262.926568192	7	0.07571009804912561	0.0451911935110081	0.0034214296916754336		
C8H10NO7P	2	263.01948828999997	8	0.08652582634185788	0.014384955441723383	0.0012446701564859212		
C11H9N3O3S	2	263.036462148	11	0.11897301122005464	0.04519119351100811	0.005376532372632826		
C12H9NO6	2	263.042987008	12	0.12978873951278677	0.01232996180719147	0.0016002902011961846		
C9H13NO6S	4	263.046358136	9	0.09734155463459006	0.045191193511008115	0.004398981032154128		
C8H13N3O5S	2	263.057591516	8	0.08652582634185792	0.04519119351100813	0.003910205361914785		
C13H13NO3S	2	263.061614276	13	0.14060446780551902	0.045191193511008074	0.006354083713111516		
C9H13NO8	2	263.064116376	9	0.09734155463459011	0.0164399490762553	0.0016002902011961846		
C12H13N3O2S	4	263.07284765599996	12	0.12978873951278694	0.045191193511008115	0.0058653080428721785		
C13H13NO5	4	263.079372516	13	0.14060446780551902	0.010274968172659563	0.0014447064316354449		
C12H13N3O4	2	263.090605896	12	0.12978873951278683	0.008219974538127658	0.0010668601341307904		
C9H17N3O4S	2	263.093977024	9	0.09734155463459013	0.0451911935110081	0.00439898103215413		
C17H13NO2	8	263.094628656	17	0.18386738097644792	0.015909277076300365			
C11H13N5O3	3	263.101839276	11	0.11897301122005466	0.006433898817621474			
C16H13N3O	6	263.10586203599996	16	0.17305165268371583	0.01403759742026503			
C9H17N3O6	2	263.111735264	9	0.0973415546345901	0.012329961807191482	0.0012002176508971387		
C14H17NO4	2	263.115758024	14	0.15142019609825125	0.010645178043700975	0.0012446701564859212		
C15H13N5	4	263.11709541600004	15	0.16223592439098358	0.012282897742731896			
C13H17N3O3	2	263.12699140399997	13	0.14060446780551897	0.009124438323172262			
C18H17NO	5	263.131014164	18	0.19468310926918014	0.017897936710837906	0.0010324225091463484		
C12H17N5O2	2	263.138224784	12	0.12978873951278694	0.007720678581145773			
C17H17N3	2	263.142247544	17	0.1838673809764478	0.015909277076300358			
C15H21NO3	8	263.15214353199997	15	0.16223592439098358	0.012282897742731893	0.0010001813757476155		
C19H21N	4	263.167399672	19	0.2054988375619124	0.020003576323877666	0.0012260017296112898		
C16H25NS	2	263.1707708	16	0.17305165268371572	0.04519119351100813	0.007820410723829569		
C12H25NO5	2	263.1732729	12	0.1297887395127869	0.010274968172659561	0.0013335751676634877		
C16H25NO2	16	263.18852904	16	0.17305165268371547	0.014037597420265007			
C15H25N3O	4	263.19976242	15	0.16223592439098347	0.012282897742731903			
C7H5IO3	3	263.92834202	7	0.07571009804912568	0.006164980903595735			
C6H5IN2O2	8	263.9395754	6	0.06489436975639344	0.004109987269063825			
C7H9IN2O	3	263.975960908	7	0.07571009804912565	0.0024565795485463793			
C8H8O8S	2	263.993988216	8	0.08652582634185779	0.04519119351100805	0.003910205361914779		
C9H12O7S	2	264.030373724	9	0.09734155463459013	0.0451911935110081	0.004398981032154131		
C12H12N2OS2	6	264.039105004	12	0.1297887395127869	0.0903823870220162	0.011730616085744355	0.0020422439709493812	
C13H12O4S	2	264.045629864	13	0.14060446780551902	0.0451911935110081	0.00635408371311152		
C10H8N4O5	3	264.049469356	10	0.10815728292732232	0.010274968172659554	0.001111312639719572		
C12H12N2O3S	4	264.056863244	12	0.12978873951278694	0.04519119351100813	0.005865308042872174		
C13H12O6	9	264.063388104	13	0.14060446780551908	0.012329961807191465	0.0017336477179625321		
C11H12N4O2S	3	264.068096624	11	0.1189730112200546	0.045191193511008136	0.00537653237263283		
