MOL_FORMULA	NUM_REPEATS	EXACT_MASS	NUM_CARBONS	ISOTOPE_2	ISOTOPE_3	ISOTOPE_4	ISOTOPE_5	ISOTOPE_6
C3H4NOP	2	101.003050378	3	0.032447184878196714	0.31995776135163684	0.010381728635790498		
C2H3N3S	3	101.00476809599999	2	0.02163145658546447	0.3199577613516366	0.006921152423860329	0.014459273108590761	
C4H7NS	5	101.029920224	4	0.04326291317092894	0.3199577613516367	0.013842304847720668	0.014459273108590772	
C4H7NO2	17	101.047678464	4	0.04326291317092893	0.3199577613516365	0.013842304847720664	0.0013150223257933883	
C5H11NO	22	101.084063972	5	0.05407864146366118	0.3199577613516367	0.01730288105965083		
C6H15N	11	101.12044947999999	6	0.0648943697563934	0.31995776135163656	0.020763457271581		
C4H6OS	2	102.013935812	4	0.04326291317092894	0.3199577613516368	0.013842304847720659	0.014459273108590761	
C3H6N2S	3	102.02516919199999	3	0.03244718487819671	0.3199577613516368	0.010381728635790498	0.014459273108590768	
C4H6O3	14	102.03169405199999	4	0.04326291317092892	0.31995776135163645	0.013842304847720647	0.0019725334886900813	
C3H6N2O2	5	102.042927432	3	0.0324471848781967	0.3199577613516366	0.010381728635790496	0.001315022325793388	
C5H10S	4	102.05032132	5	0.05407864146366117	0.3199577613516367	0.01730288105965083	0.014459273108590765	
C2H6N4O	2	102.05416081199999	2	0.02163145658546447	0.3199577613516366	0.006921152423860335		
C5H10O2	23	102.06807956	5	0.05407864146366118	0.31995776135163667	0.01730288105965083	0.001315022325793389	
C4H10N2O	15	102.07931294	4	0.04326291317092893	0.3199577613516367	0.013842304847720666		
C6H14O	18	102.104465068	6	0.0648943697563934	0.3199577613516366	0.020763457271580986		
C5H14N2	7	102.11569844799999	5	0.05407864146366116	0.31995776135163667	0.017302881059650825		
C3H5NOS	2	103.00918478	3	0.032447184878196714	0.31995776135163667	0.010381728635790498	0.014459273108590765	
C3H5NO3	6	103.02694301999999	3	0.0324471848781967	0.31995776135163667	0.010381728635790495	0.0019725334886900826	
C2H5N3O2	3	103.0381764	2	0.021631456585464465	0.3199577613516366	0.00692115242386033	0.001315022325793388	
C4H9NS	5	103.045570288	4	0.04326291317092894	0.31995776135163667	0.013842304847720659	0.014459273108590761	
C4H9NO2	30	103.063328528	4	0.04326291317092894	0.3199577613516366	0.013842304847720656	0.001315022325793388	
C5H13NO	12	103.099714036	5	0.05407864146366114	0.31995776135163634	0.017302881059650818		
C4H13N3	2	103.11094741599999	4	0.04326291317092896	0.3199577613516367	0.013842304847720666		
C3H4O4	3	104.010958608	3	0.03244718487819671	0.3199577613516368	0.010381728635790498	0.002630044651586778	
C4H8OS	9	104.029585876	4	0.04326291317092894	0.31995776135163667	0.01384230484772066	0.01445927310859076	
C6H4N2	2	104.037448128	6	0.06489436975639337	0.3199577613516365	0.020763457271580982		
